ID,Estradas,Numero_Estradas,Descricoes,Comprimento,Data_Inicio,Hora_Inicio,Data_Fim,Hora_Fim,Categoria,Magnitude,Coordenadas,Cidade,Versao,Diferenca
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7080486757,-9.1399638795",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7080955729,-9.1399464452",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7081384802,-9.1399370574",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7081773976,-9.1399196231",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7082055228,-9.1399021887",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7082176232,-9.139880731",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7082297235,-9.1398378157",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7082431321,-9.1398230635",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.708315538,-9.1398109936",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7083597533,-9.1398016059",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7085247103,-9.1397586905",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.708619943,-9.1397278451",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7086829953,-9.1396996819",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7087634459,-9.1396500611",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7088117162,-9.139611169",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7088626681,-9.1395628893",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7089096302,-9.1395186328",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7089498553,-9.1394743764",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.708991454,-9.13941805",Lisboa,0,0.5
53b4321f32ebffca042001664e1f0810,"",0,"Transito parado",127.5835054308,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7090410322,-9.1393442892",Lisboa,0,0.5
d2d37e31cdea62c961293b96bdb4eb93,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7217319354,-9.1378637099",Lisboa,1,8.5
